,id,breed
4404,n02088364_129,beagle
4405,n02090379_4423,redbone
4406,n02097658_1356,silky_terrier
4407,n02108000_1172,entlebucher
4408,n02113799_273,standard_poodle
4409,n02099267_40,flat
4410,n02106550_4129,rottweiler
4411,n02096177_1889,cairn
4412,n02086910_9128,papillon
4413,n02111500_5052,great_pyrenees
4414,n02090622_6588,borzoi
4415,n02113624_3460,toy_poodle
4416,n02089867_149,walker_hound
4417,n02113624_3344,toy_poodle
4418,n02105855_13955,shetland_sheepdog
4419,n02105505_192,komondor
4420,n02094114_907,norfolk_terrier
4421,n02088238_9267,basset
4422,n02109047_22955,great_dane
4423,n02111500_6769,great_pyrenees
4424,n02093647_79,bedlington_terrier
4425,n02113624_7102,toy_poodle
4426,n02090721_503,irish_wolfhound
4427,n02111277_2822,newfoundland
4428,n02085936_4781,maltese_dog
4429,n02105056_3896,groenendael
4430,n02108422_5595,bull_mastiff
4431,n02105855_11061,shetland_sheepdog
4432,n02097209_2992,standard_schnauzer
4433,n02086079_2935,pekinese
4434,n02105855_5880,shetland_sheepdog
4435,n02091244_2934,ibizan_hound
4436,n02096177_9365,cairn
4437,n02110063_11052,malamute
4438,n02106030_3289,collie
4439,n02111277_5789,newfoundland
4440,n02089973_1356,english_foxhound
4441,n02088094_8465,afghan_hound
4442,n02088632_87,bluetick
4443,n02102177_3447,welsh_springer_spaniel
4444,n02113186_9666,cardigan
4445,n02112137_8637,chow
4446,n02111129_4435,leonberg
4447,n02105855_10636,shetland_sheepdog
4448,n02089973_2110,english_foxhound
4449,n02093428_10164,american_staffordshire_terrier
4450,n02104029_4814,kuvasz
4451,n02108915_341,french_bulldog
4452,n02097658_1013,silky_terrier
4453,n02097209_3911,standard_schnauzer
4454,n02109961_2555,eskimo_dog
4455,n02108089_1159,boxer
4456,n02105162_5888,malinois
4457,n02108000_37,entlebucher
4458,n02091831_3334,saluki
4459,n02107312_67,miniature_pinscher
4460,n02110806_3006,basenji
4461,n02115913_5507,dhole
4462,n02088466_4054,bloodhound
4463,n02100583_2119,vizsla
4464,n02088238_11281,basset
4465,n02091134_14047,whippet
4466,n02106662_20546,german_shepherd
4467,n02111129_2977,leonberg
4468,n02113186_10972,cardigan
4469,n02100877_5033,irish_setter
4470,n02088364_16721,beagle
4471,n02116738_204,african_hunting_dog
4472,n02102973_3933,irish_water_spaniel
4473,n02095889_6382,sealyham_terrier
4474,n02110185_7379,siberian_husky
4475,n02110806_3171,basenji
4476,n02086079_347,pekinese
4477,n02091032_570,italian_greyhound
4478,n02110185_12498,siberian_husky
4479,n02095889_4198,sealyham_terrier
4480,n02105412_3786,kelpie
4481,n02108000_1921,entlebucher
4482,n02107908_91,appenzeller
4483,n02115913_1244,dhole
4484,n02102177_3142,welsh_springer_spaniel
4485,n02108422_852,bull_mastiff
4486,n02085782_845,japanese_spaniel
4487,n02102177_2447,welsh_springer_spaniel
4488,n02102040_3586,english_springer
4489,n02088238_7131,basset
4490,n02102177_48,welsh_springer_spaniel
4491,n02116738_3720,african_hunting_dog
4492,n02113799_2600,standard_poodle
4493,n02100583_3713,vizsla
4494,n02088094_1234,afghan_hound
4495,n02096437_2313,dandie_dinmont
4496,n02102040_8463,english_springer
4497,n02093647_3049,bedlington_terrier
4498,n02088466_7048,bloodhound
4499,n02108000_1256,entlebucher
4500,n02096294_3174,australian_terrier
4501,n02091244_2760,ibizan_hound
4502,n02086079_14359,pekinese
4503,n02091244_1182,ibizan_hound
4504,n02112018_5317,pomeranian
4505,n02109525_10063,saint_bernard
4506,n02108915_4214,french_bulldog
4507,n02101006_1678,gordon_setter
4508,n02092002_6695,scottish_deerhound
4509,n02088364_14055,beagle
4510,n02102973_2286,irish_water_spaniel
4511,n02097474_4772,tibetan_terrier
4512,n02105251_6366,briard
4513,n02108915_7883,french_bulldog
4514,n02108551_5004,tibetan_mastiff
4515,n02099712_3776,labrador_retriever
4516,n02112018_5329,pomeranian
4517,n02096585_3738,boston_bull
4518,n02095889_2187,sealyham_terrier
4519,n02109047_6265,great_dane
4520,n02099267_4311,flat
4521,n02091635_2867,otterhound
4522,n02100236_4198,german_short
4523,n02093754_4730,border_terrier
4524,n02097658_4869,silky_terrier
4525,n02110185_1446,siberian_husky
4526,n02111129_4533,leonberg
4527,n02113023_8021,pembroke
4528,n02093991_837,irish_terrier
4529,n02107683_3900,bernese_mountain_dog
4530,n02091831_5879,saluki
4531,n02100236_2854,german_short
4532,n02102480_6998,sussex_spaniel
4533,n02086646_280,blenheim_spaniel
4534,n02100583_830,vizsla
4535,n02106382_241,bouvier_des_flandres
4536,n02101556_3556,clumber
4537,n02113186_7114,cardigan
4538,n02093859_2780,kerry_blue_terrier
4539,n02097298_8974,scotch_terrier
4540,n02113712_230,miniature_poodle
4541,n02088094_3620,afghan_hound
4542,n02115641_6844,dingo
4543,n02098413_12117,lhasa
4544,n02092002_6114,scottish_deerhound
4545,n02107142_17111,doberman
4546,n02093428_15280,american_staffordshire_terrier
4547,n02090622_7960,borzoi
4548,n02091244_1917,ibizan_hound
4549,n02112137_9598,chow
4550,n02094433_7702,yorkshire_terrier
4551,n02093754_773,border_terrier
4552,n02098286_5106,west_highland_white_terrier
4553,n02110185_8397,siberian_husky
4554,n02091032_11843,italian_greyhound
4555,n02097298_6276,scotch_terrier
4556,n02088364_14690,beagle
4557,n02096585_2042,boston_bull
4558,n02086646_3149,blenheim_spaniel
4559,n02107312_1971,miniature_pinscher
4560,n02099849_448,chesapeake_bay_retriever
4561,n02097658_171,silky_terrier
4562,n02090721_2021,irish_wolfhound
4563,n02087394_3515,rhodesian_ridgeback
4564,n02105412_7211,kelpie
4565,n02108915_8258,french_bulldog
4566,n02105855_10095,shetland_sheepdog
4567,n02088632_613,bluetick
4568,n02100877_4371,irish_setter
4569,n02099601_1580,golden_retriever
4570,n02109525_1864,saint_bernard
4571,n02085936_3994,maltese_dog
4572,n02113978_3822,mexican_hairless
4573,n02088238_9162,basset
4574,n02112350_8251,keeshond
4575,n02102480_1849,sussex_spaniel
4576,n02101006_266,gordon_setter
4577,n02088466_8982,bloodhound
4578,n02088238_11148,basset
4579,n02087394_9891,rhodesian_ridgeback
4580,n02110185_2593,siberian_husky
4581,n02088364_16493,beagle
4582,n02089078_45,black
4583,n02111129_207,leonberg
4584,n02102973_4821,irish_water_spaniel
4585,n02106662_13178,german_shepherd
4586,n02112350_1312,keeshond
4587,n02095889_4039,sealyham_terrier
4588,n02105855_11166,shetland_sheepdog
4589,n02102318_2030,cocker_spaniel
4590,n02095314_1705,wire
4591,n02111129_1115,leonberg
4592,n02093859_1519,kerry_blue_terrier
4593,n02113186_8812,cardigan
4594,n02107574_753,greater_swiss_mountain_dog
4595,n02092339_286,weimaraner
4596,n02091831_3616,saluki
4597,n02090379_5122,redbone
4598,n02094258_969,norwich_terrier
4599,n02093428_12590,american_staffordshire_terrier
4600,n02085782_3499,japanese_spaniel
4601,n02102318_9250,cocker_spaniel
4602,n02088632_4687,bluetick
4603,n02088094_482,afghan_hound
4604,n02100877_6436,irish_setter
4605,n02111277_3470,newfoundland
4606,n02089867_31,walker_hound
4607,n02110063_9363,malamute
4608,n02107142_12191,doberman
4609,n02088466_10773,bloodhound
4610,n02086646_612,blenheim_spaniel
4611,n02099429_745,curly
4612,n02111277_2135,newfoundland
4613,n02107574_306,greater_swiss_mountain_dog
4614,n02097047_1798,miniature_schnauzer
4615,n02091831_8843,saluki
4616,n02111277_4404,newfoundland
4617,n02102318_12265,cocker_spaniel
4618,n02101006_3467,gordon_setter
4619,n02113799_1728,standard_poodle
4620,n02098286_830,west_highland_white_terrier
4621,n02096177_2913,cairn
4622,n02102480_5440,sussex_spaniel
4623,n02096051_8019,airedale
4624,n02105412_2589,kelpie
4625,n02106382_865,bouvier_des_flandres
4626,n02091032_4210,italian_greyhound
4627,n02115641_4674,dingo
4628,n02086910_9041,papillon
4629,n02104029_1278,kuvasz
4630,n02109525_11155,saint_bernard
4631,n02088466_8754,bloodhound
4632,n02085936_10073,maltese_dog
4633,n02094433_745,yorkshire_terrier
4634,n02097209_1038,standard_schnauzer
4635,n02093428_10807,american_staffordshire_terrier
4636,n02096294_1111,australian_terrier
4637,n02107312_4692,miniature_pinscher
4638,n02110958_771,pug
4639,n02092002_348,scottish_deerhound
4640,n02094114_61,norfolk_terrier
4641,n02091635_2594,otterhound
4642,n02099849_1837,chesapeake_bay_retriever
4643,n02101556_4257,clumber
4644,n02106382_3713,bouvier_des_flandres
4645,n02100877_2588,irish_setter
4646,n02097658_1137,silky_terrier
4647,n02091244_4394,ibizan_hound
4648,n02087394_11139,rhodesian_ridgeback
4649,n02086079_7068,pekinese
4650,n02099849_4646,chesapeake_bay_retriever
4651,n02108422_2290,bull_mastiff
4652,n02100735_4,english_setter
4653,n02100877_2443,irish_setter
4654,n02107908_4159,appenzeller
4655,n02086079_2287,pekinese
4656,n02090721_2235,irish_wolfhound
4657,n02099267_2347,flat
4658,n02086646_416,blenheim_spaniel
4659,n02093754_2281,border_terrier
4660,n02093754_5656,border_terrier
4661,n02100583_11785,vizsla
4662,n02104365_8190,schipperke
4663,n02097658_1100,silky_terrier
4664,n02111129_2554,leonberg
4665,n02102177_3438,welsh_springer_spaniel
4666,n02096051_950,airedale
4667,n02090622_9662,borzoi
4668,n02097130_4265,giant_schnauzer
4669,n02091467_4270,norwegian_elkhound
4670,n02111277_6954,newfoundland
4671,n02089867_1764,walker_hound
4672,n02111889_475,samoyed
4673,n02106550_5222,rottweiler
4674,n02106030_10021,collie
4675,n02107683_2137,bernese_mountain_dog
4676,n02097130_589,giant_schnauzer
4677,n02100583_13353,vizsla
4678,n02099267_4359,flat
4679,n02102973_4764,irish_water_spaniel
4680,n02086646_32,blenheim_spaniel
4681,n02105162_2714,malinois
4682,n02111129_1737,leonberg
4683,n02098413_18317,lhasa
4684,n02096585_3681,boston_bull
4685,n02097658_4728,silky_terrier
4686,n02105641_1740,old_english_sheepdog
4687,n02113978_1480,mexican_hairless
4688,n02086910_21,papillon
4689,n02086910_9056,papillon
4690,n02096051_7,airedale
4691,n02105251_8094,briard
4692,n02088238_11136,basset
4693,n02107142_5766,doberman
4694,n02109047_34209,great_dane
4695,n02097130_1235,giant_schnauzer
4696,n02108915_12904,french_bulldog
4697,n02112350_9791,keeshond
4698,n02107312_2295,miniature_pinscher
4699,n02115913_3878,dhole
4700,n02095889_2925,sealyham_terrier
4701,n02102177_2177,welsh_springer_spaniel
4702,n02112137_11858,chow
4703,n02086646_589,blenheim_spaniel
4704,n02089867_880,walker_hound
4705,n02101006_228,gordon_setter
4706,n02110063_609,malamute
4707,n02112137_9708,chow
4708,n02107142_4148,doberman
4709,n02095889_2847,sealyham_terrier
4710,n02098286_2895,west_highland_white_terrier
4711,n02097047_1556,miniature_schnauzer
4712,n02099712_3980,labrador_retriever
4713,n02106382_3425,bouvier_des_flandres
4714,n02113978_1773,mexican_hairless
4715,n02088094_5521,afghan_hound
4716,n02099849_1599,chesapeake_bay_retriever
4717,n02086910_847,papillon
4718,n02102177_1833,welsh_springer_spaniel
4719,n02091244_100,ibizan_hound
4720,n02094433_1219,yorkshire_terrier
4721,n02104029_2424,kuvasz
4722,n02110806_6035,basenji
4723,n02105412_6120,kelpie
4724,n02101006_2026,gordon_setter
4725,n02085936_8507,maltese_dog
4726,n02100877_1913,irish_setter
4727,n02108000_1468,entlebucher
4728,n02100583_2265,vizsla
4729,n02109961_4157,eskimo_dog
4730,n02102177_2532,welsh_springer_spaniel
4731,n02085620_3826,chihuahua
4732,n02094114_2165,norfolk_terrier
4733,n02094114_1505,norfolk_terrier
4734,n02106550_10952,rottweiler
4735,n02111889_1374,samoyed
4736,n02087046_7960,toy_terrier
4737,n02111129_3675,leonberg
4738,n02102177_1520,welsh_springer_spaniel
4739,n02100583_3132,vizsla
4740,n02086646_1673,blenheim_spaniel
4741,n02105162_3595,malinois
4742,n02099267_1470,flat
4743,n02105641_2750,old_english_sheepdog
4744,n02105056_1960,groenendael
4745,n02098413_3428,lhasa
4746,n02091032_9980,italian_greyhound
4747,n02096177_1748,cairn
4748,n02099601_342,golden_retriever
4749,n02097474_7267,tibetan_terrier
4750,n02106166_1539,border_collie
4751,n02110185_7762,siberian_husky
4752,n02088094_8290,afghan_hound
4753,n02102177_1643,welsh_springer_spaniel
4754,n02097474_4589,tibetan_terrier
4755,n02096585_10452,boston_bull
4756,n02108000_2987,entlebucher
4757,n02095570_5719,lakeland_terrier
4758,n02092002_2558,scottish_deerhound
4759,n02089867_1790,walker_hound
4760,n02099849_1349,chesapeake_bay_retriever
4761,n02096437_311,dandie_dinmont
4762,n02110063_14382,malamute
4763,n02106662_466,german_shepherd
4764,n02099712_3947,labrador_retriever
4765,n02102040_6566,english_springer
4766,n02116738_5635,african_hunting_dog
4767,n02112018_10937,pomeranian
4768,n02107574_1952,greater_swiss_mountain_dog
4769,n02106166_3019,border_collie
4770,n02096177_1420,cairn
4771,n02090721_4073,irish_wolfhound
4772,n02090379_1020,redbone
4773,n02094258_1404,norwich_terrier
4774,n02105505_4282,komondor
4775,n02086240_46,shih
4776,n02116738_9232,african_hunting_dog
4777,n02105056_2036,groenendael
4778,n02101388_2645,brittany_spaniel
4779,n02096437_3656,dandie_dinmont
4780,n02112137_10762,chow
4781,n02102480_5651,sussex_spaniel
4782,n02105641_309,old_english_sheepdog
4783,n02100735_2086,english_setter
4784,n02093754_7532,border_terrier
4785,n02100583_4670,vizsla
4786,n02113186_9024,cardigan
4787,n02106662_23196,german_shepherd
4788,n02099429_2119,curly
4789,n02099849_2944,chesapeake_bay_retriever
4790,n02091134_14209,whippet
4791,n02096437_3848,dandie_dinmont
4792,n02105251_7627,briard
4793,n02095570_1590,lakeland_terrier
4794,n02085936_2573,maltese_dog
4795,n02091467_3160,norwegian_elkhound
4796,n02106030_17285,collie
4797,n02085936_4924,maltese_dog
4798,n02105412_5702,kelpie
4799,n02088094_1907,afghan_hound
4800,n02089867_1212,walker_hound
4801,n02086240_5546,shih
4802,n02112706_1117,brabancon_griffon
4803,n02105641_6608,old_english_sheepdog
4804,n02096051_3538,airedale
4805,n02094433_1312,yorkshire_terrier
4806,n02113799_6634,standard_poodle
4807,n02115913_359,dhole
4808,n02090379_1348,redbone
4809,n02086240_4629,shih
4810,n02110063_12447,malamute
4811,n02112350_6701,keeshond
4812,n02111129_3576,leonberg
4813,n02095570_2230,lakeland_terrier
4814,n02111129_974,leonberg
4815,n02110806_1382,basenji
4816,n02116738_7122,african_hunting_dog
4817,n02104365_6384,schipperke
4818,n02095314_591,wire
4819,n02086910_1449,papillon
4820,n02097130_6182,giant_schnauzer
4821,n02086240_10785,shih
4822,n02105251_8552,briard
4823,n02088466_9983,bloodhound
4824,n02094258_2908,norwich_terrier
4825,n02095570_4724,lakeland_terrier
4826,n02109525_7109,saint_bernard
4827,n02091831_3875,saluki
4828,n02095570_6265,lakeland_terrier
4829,n02086240_6606,shih
4830,n02105641_12816,old_english_sheepdog
4831,n02111889_1532,samoyed
4832,n02109525_15506,saint_bernard
4833,n02096294_8702,australian_terrier
4834,n02112350_7087,keeshond
4835,n02113712_3203,miniature_poodle
4836,n02100735_1305,english_setter
4837,n02098286_763,west_highland_white_terrier
4838,n02102973_4169,irish_water_spaniel
4839,n02112137_7798,chow
4840,n02110185_15019,siberian_husky
4841,n02094433_4916,yorkshire_terrier
4842,n02111277_1540,newfoundland
4843,n02107574_549,greater_swiss_mountain_dog
4844,n02106550_2862,rottweiler
4845,n02094258_1219,norwich_terrier
4846,n02111129_2741,leonberg
4847,n02099601_1454,golden_retriever
4848,n02085936_5107,maltese_dog
4849,n02086079_14748,pekinese
4850,n02101388_454,brittany_spaniel
4851,n02088094_13011,afghan_hound
4852,n02085782_2715,japanese_spaniel
4853,n02087394_3673,rhodesian_ridgeback
4854,n02093991_122,irish_terrier
4855,n02106382_1151,bouvier_des_flandres
4856,n02093647_289,bedlington_terrier
4857,n02096585_2450,boston_bull
4858,n02113799_3945,standard_poodle
4859,n02085936_9270,maltese_dog
4860,n02107574_1261,greater_swiss_mountain_dog
4861,n02097130_1275,giant_schnauzer
4862,n02107312_759,miniature_pinscher
4863,n02101006_8020,gordon_setter
4864,n02095314_2,wire
4865,n02108551_598,tibetan_mastiff
4866,n02112706_2191,brabancon_griffon
4867,n02113799_7299,standard_poodle
4868,n02101006_4491,gordon_setter
4869,n02106382_413,bouvier_des_flandres
4870,n02087046_4235,toy_terrier
4871,n02099601_308,golden_retriever
4872,n02097474_5208,tibetan_terrier
4873,n02094258_1678,norwich_terrier
4874,n02088364_8443,beagle
4875,n02099429_2733,curly
4876,n02105855_15828,shetland_sheepdog
4877,n02091831_7957,saluki
4878,n02115641_11699,dingo
4879,n02102480_142,sussex_spaniel
4880,n02097047_5046,miniature_schnauzer
4881,n02093991_4462,irish_terrier
4882,n02093859_798,kerry_blue_terrier
4883,n02099849_3128,chesapeake_bay_retriever
4884,n02085782_1434,japanese_spaniel
4885,n02096177_2007,cairn
4886,n02093647_2747,bedlington_terrier
4887,n02093256_11836,staffordshire_bullterrier
4888,n02085620_1346,chihuahua
4889,n02111889_5121,samoyed
4890,n02092339_7606,weimaraner
4891,n02090721_954,irish_wolfhound
4892,n02089867_2743,walker_hound
4893,n02111500_3306,great_pyrenees
4894,n02093428_16887,american_staffordshire_terrier
4895,n02112137_11938,chow
4896,n02113624_3796,toy_poodle
4897,n02100735_5054,english_setter
4898,n02091467_627,norwegian_elkhound
4899,n02102040_1178,english_springer
4900,n02107683_4576,bernese_mountain_dog
4901,n02111129_324,leonberg
4902,n02111277_4654,newfoundland
4903,n02101006_638,gordon_setter
4904,n02096177_133,cairn
4905,n02095570_1437,lakeland_terrier
4906,n02093754_367,border_terrier
4907,n02085782_3325,japanese_spaniel
4908,n02099849_501,chesapeake_bay_retriever
4909,n02110958_12934,pug
4910,n02111500_2863,great_pyrenees
4911,n02100877_102,irish_setter
4912,n02089078_4312,black
4913,n02113023_1354,pembroke
4914,n02106382_788,bouvier_des_flandres
4915,n02110958_6966,pug
4916,n02098105_3662,soft
4917,n02112706_1165,brabancon_griffon
4918,n02113023_265,pembroke
4919,n02092339_3618,weimaraner
4920,n02099849_253,chesapeake_bay_retriever
4921,n02107574_3001,greater_swiss_mountain_dog
4922,n02099429_416,curly
4923,n02110063_5727,malamute
4924,n02107574_3270,greater_swiss_mountain_dog
4925,n02088094_3588,afghan_hound
4926,n02099267_3255,flat
4927,n02105412_6431,kelpie
4928,n02110185_11131,siberian_husky
4929,n02102973_1905,irish_water_spaniel
4930,n02107142_7311,doberman
4931,n02088466_8775,bloodhound
4932,n02102040_702,english_springer
4933,n02104029_4492,kuvasz
4934,n02098413_7546,lhasa
4935,n02092339_8029,weimaraner
4936,n02105056_5855,groenendael
4937,n02097658_9330,silky_terrier
4938,n02093647_1249,bedlington_terrier
4939,n02102480_5158,sussex_spaniel
4940,n02088632_2743,bluetick
4941,n02113799_1532,standard_poodle
4942,n02098286_4364,west_highland_white_terrier
4943,n02091831_3847,saluki
4944,n02116738_5956,african_hunting_dog
4945,n02109525_15746,saint_bernard
4946,n02111129_593,leonberg
4947,n02111889_3471,samoyed
4948,n02109525_10743,saint_bernard
4949,n02097047_6203,miniature_schnauzer
4950,n02093647_2068,bedlington_terrier
4951,n02099429_708,curly
4952,n02094258_1665,norwich_terrier
4953,n02098286_1910,west_highland_white_terrier
4954,n02097130_977,giant_schnauzer
4955,n02112018_436,pomeranian
4956,n02088094_3080,afghan_hound
4957,n02102480_4217,sussex_spaniel
4958,n02110185_10116,siberian_husky
4959,n02099712_6897,labrador_retriever
4960,n02097474_3461,tibetan_terrier
4961,n02097474_5996,tibetan_terrier
4962,n02085782_2354,japanese_spaniel
4963,n02091032_12144,italian_greyhound
4964,n02113978_1954,mexican_hairless
4965,n02098286_749,west_highland_white_terrier
4966,n02112137_2850,chow
4967,n02107312_4269,miniature_pinscher
4968,n02102973_2280,irish_water_spaniel
4969,n02116738_2557,african_hunting_dog
4970,n02106166_5097,border_collie
4971,n02093991_756,irish_terrier
4972,n02097130_2091,giant_schnauzer
4973,n02101388_9801,brittany_spaniel
4974,n02100583_9522,vizsla
4975,n02093647_2354,bedlington_terrier
4976,n02090622_7739,borzoi
4977,n02085620_2188,chihuahua
4978,n02096051_6812,airedale
4979,n02101388_7113,brittany_spaniel
4980,n02095570_457,lakeland_terrier
4981,n02102973_2813,irish_water_spaniel
4982,n02090379_5200,redbone
4983,n02095889_1145,sealyham_terrier
4984,n02099267_1095,flat
4985,n02085782_2914,japanese_spaniel
4986,n02104029_3491,kuvasz
4987,n02100236_911,german_short
4988,n02093428_225,american_staffordshire_terrier
4989,n02112350_9300,keeshond
4990,n02091244_4669,ibizan_hound
4991,n02107908_4669,appenzeller
4992,n02101556_4746,clumber
4993,n02095314_1772,wire
4994,n02107142_12488,doberman
4995,n02094258_3339,norwich_terrier
4996,n02106382_4177,bouvier_des_flandres
4997,n02099601_3414,golden_retriever
4998,n02099849_2847,chesapeake_bay_retriever
4999,n02088238_9577,basset
5000,n02099712_4428,labrador_retriever
5001,n02090721_5716,irish_wolfhound
5002,n02093859_781,kerry_blue_terrier
5003,n02091467_5955,norwegian_elkhound
5004,n02093428_8696,american_staffordshire_terrier
5005,n02099849_4457,chesapeake_bay_retriever
5006,n02106166_401,border_collie
5007,n02107683_34,bernese_mountain_dog
5008,n02089078_901,black
5009,n02105412_2650,kelpie
5010,n02094114_113,norfolk_terrier
5011,n02095314_1278,wire
5012,n02093754_815,border_terrier
5013,n02099849_3007,chesapeake_bay_retriever
5014,n02099712_3698,labrador_retriever
5015,n02102318_9495,cocker_spaniel
5016,n02106166_204,border_collie
5017,n02097209_2714,standard_schnauzer
5018,n02096051_1244,airedale
5019,n02105412_855,kelpie
5020,n02095570_3391,lakeland_terrier
5021,n02105162_5600,malinois
5022,n02111129_856,leonberg
5023,n02102480_7591,sussex_spaniel
5024,n02094258_2583,norwich_terrier
5025,n02097474_2859,tibetan_terrier
5026,n02113186_12729,cardigan
5027,n02105641_7884,old_english_sheepdog
5028,n02088364_11130,beagle
5029,n02108422_5401,bull_mastiff
5030,n02093754_5391,border_terrier
5031,n02092002_9785,scottish_deerhound
5032,n02092002_2311,scottish_deerhound
5033,n02107908_2227,appenzeller
5034,n02113023_13200,pembroke
5035,n02105412_730,kelpie
5036,n02089078_269,black
5037,n02110806_2627,basenji
5038,n02097474_5572,tibetan_terrier
5039,n02105056_6567,groenendael
5040,n02096051_6332,airedale
5041,n02099712_1866,labrador_retriever
5042,n02096294_250,australian_terrier
5043,n02099712_7749,labrador_retriever
5044,n02088238_10753,basset
5045,n02108089_2432,boxer
5046,n02088238_11505,basset
5047,n02096294_1783,australian_terrier
5048,n02086646_3688,blenheim_spaniel
5049,n02111500_5525,great_pyrenees
5050,n02087394_8823,rhodesian_ridgeback
5051,n02100236_3677,german_short
5052,n02106382_469,bouvier_des_flandres
5053,n02093256_4374,staffordshire_bullterrier
5054,n02088364_12178,beagle
5055,n02111277_3065,newfoundland
5056,n02110185_519,siberian_husky
5057,n02112137_5601,chow
5058,n02101006_1208,gordon_setter
5059,n02115913_1522,dhole
5060,n02107142_9362,doberman
5061,n02101556_2715,clumber
5062,n02104365_3383,schipperke
5063,n02089078_4065,black
5064,n02085620_1455,chihuahua
5065,n02091831_10639,saluki
5066,n02086910_9408,papillon
5067,n02085936_6921,maltese_dog
5068,n02109525_2737,saint_bernard
5069,n02092339_6361,weimaraner
5070,n02093256_2416,staffordshire_bullterrier
5071,n02090379_4987,redbone
5072,n02086079_2893,pekinese
5073,n02091134_3522,whippet
5074,n02093991_4866,irish_terrier
5075,n02085936_8616,maltese_dog
5076,n02105641_7603,old_english_sheepdog
5077,n02102318_6213,cocker_spaniel
5078,n02100236_3871,german_short
5079,n02096177_4505,cairn
5080,n02097298_9651,scotch_terrier
5081,n02105855_3292,shetland_sheepdog
5082,n02101006_2316,gordon_setter
5083,n02105251_8543,briard
5084,n02086079_15842,pekinese
5085,n02092339_5981,weimaraner
5086,n02110185_5716,siberian_husky
5087,n02096051_4868,airedale
5088,n02091244_2038,ibizan_hound
5089,n02102318_487,cocker_spaniel
5090,n02099429_1744,curly
5091,n02100583_6740,vizsla
5092,n02112137_528,chow
5093,n02102040_3950,english_springer
5094,n02113023_2416,pembroke
5095,n02097209_1514,standard_schnauzer
5096,n02099429_16,curly
5097,n02107683_3278,bernese_mountain_dog
5098,n02095570_4762,lakeland_terrier
5099,n02115913_1273,dhole
5100,n02108089_13839,boxer
5101,n02110627_10859,affenpinscher
5102,n02100877_2793,irish_setter
5103,n02099712_6775,labrador_retriever
5104,n02088238_11635,basset
5105,n02100877_5883,irish_setter
5106,n02115641_11220,dingo
5107,n02097474_1741,tibetan_terrier
5108,n02097047_2439,miniature_schnauzer
5109,n02112018_13600,pomeranian
5110,n02088238_10358,basset
5111,n02088094_173,afghan_hound
5112,n02093991_3174,irish_terrier
5113,n02088238_11339,basset
5114,n02113186_2911,cardigan
5115,n02097130_1159,giant_schnauzer
5116,n02097298_78,scotch_terrier
5117,n02098105_3377,soft
5118,n02097298_9432,scotch_terrier
5119,n02091032_7922,italian_greyhound
5120,n02102973_1254,irish_water_spaniel
5121,n02093647_1346,bedlington_terrier
5122,n02116738_4734,african_hunting_dog
5123,n02113978_3843,mexican_hairless
5124,n02098413_20356,lhasa
5125,n02090721_2143,irish_wolfhound
5126,n02096051_1134,airedale
5127,n02112706_2448,brabancon_griffon
5128,n02087394_1099,rhodesian_ridgeback
5129,n02116738_385,african_hunting_dog
5130,n02110806_433,basenji
5131,n02098105_3664,soft
5132,n02095570_838,lakeland_terrier
5133,n02104365_10598,schipperke
5134,n02090721_1636,irish_wolfhound
5135,n02107574_1051,greater_swiss_mountain_dog
5136,n02097047_124,miniature_schnauzer
5137,n02096051_9617,airedale
5138,n02091831_6323,saluki
5139,n02097209_3665,standard_schnauzer
5140,n02109047_13730,great_dane
5141,n02113712_9682,miniature_poodle
5142,n02092002_2097,scottish_deerhound
5143,n02097658_9136,silky_terrier
5144,n02106662_2058,german_shepherd
5145,n02100877_5861,irish_setter
5146,n02091244_3321,ibizan_hound
5147,n02090721_4129,irish_wolfhound
5148,n02089867_3253,walker_hound
5149,n02113978_632,mexican_hairless
5150,n02100236_3183,german_short
5151,n02106382_2543,bouvier_des_flandres
5152,n02092339_7403,weimaraner
5153,n02089078_663,black
5154,n02086646_4199,blenheim_spaniel
5155,n02100236_2901,german_short
5156,n02105855_9415,shetland_sheepdog
5157,n02085620_3880,chihuahua
5158,n02105162_6492,malinois
5159,n02097658_2173,silky_terrier
5160,n02091831_6308,saluki
5161,n02099849_3289,chesapeake_bay_retriever
5162,n02102318_10595,cocker_spaniel
5163,n02115913_1663,dhole
5164,n02097474_1830,tibetan_terrier
5165,n02091244_25,ibizan_hound
5166,n02086910_4296,papillon
5167,n02085936_10625,maltese_dog
5168,n02109525_2943,saint_bernard
5169,n02113023_2992,pembroke
5170,n02105162_154,malinois
5171,n02085782_382,japanese_spaniel
5172,n02087394_11718,rhodesian_ridgeback
5173,n02100583_473,vizsla
5174,n02106662_24577,german_shepherd
5175,n02102480_1649,sussex_spaniel
5176,n02090379_709,redbone
5177,n02086910_2994,papillon
5178,n02112137_7988,chow
5179,n02112706_2087,brabancon_griffon
5180,n02116738_9282,african_hunting_dog
5181,n02110958_7915,pug
5182,n02089078_1026,black
5183,n02099601_8005,golden_retriever
5184,n02102973_2226,irish_water_spaniel
5185,n02096051_6570,airedale
5186,n02086910_9579,papillon
5187,n02109525_16487,saint_bernard
5188,n02104365_2263,schipperke
5189,n02095314_2310,wire
5190,n02092339_353,weimaraner
5191,n02104029_4585,kuvasz
5192,n02085936_16565,maltese_dog
